station,hour,latitude,longitude,temperature,closest_station_1_temp,closest_station_2_temp,closest_station_3_temp,closest_1_distance,closest_2_distance,closest_3_distance,humidityAvg,windspeed,dewpt,heatindex,precipRate,day_of_year,adjusted_lst,valueImperviousfraction,valueTreefraction,valueBuildingheight,valueNearestDistWater,valueWaterfraction,valueLandcover,valueBuildingfraction,beg_time
KWIFITCH21,10,42.997337,-89.439064,24.275862068965516,24.96551724137931,22.724137931034484,23.310344827586206,0.00820581141630644,0.01079503710044506,0.012079927152102795,80.93103448275862,3.793103448275862,20.655172413793103,27.862068965517242,1.3310344827586207,196.0,0.3131983715426791,38.0,27.571428571428577,0.0,803.621906839,0.0,22.0,24.3175,2021-07-01
KWIFITCH21,11,42.997337,-89.439064,26.96551724137931,26.103448275862068,23.379310344827587,24.310344827586206,0.00820581141630644,0.01079503710044506,0.012079927152102795,72.37931034482759,4.172413793103448,21.448275862068964,31.517241379310345,1.3834482758620692,196.0,4.103905019426627,38.0,27.571428571428577,0.0,803.621906839,0.0,22.0,24.3175,2021-07-01
KWIFITCH21,12,42.997337,-89.439064,28.620689655172413,26.96551724137931,24.24137931034483,25.103448275862068,0.00820581141630644,0.01079503710044506,0.012079927152102795,67.55172413793103,4.413793103448276,21.724137931034484,33.62068965517241,1.4451724137931032,196.0,1.2171933358586244,38.0,27.571428571428577,0.0,803.621906839,0.0,22.0,24.3175,2021-07-01
KWIFITCH21,13,42.997337,-89.439064,29.17241379310345,27.517241379310345,24.620689655172413,25.551724137931036,0.00820581141630644,0.01079503710044506,0.012079927152102795,66.41379310344827,4.655172413793103,21.862068965517242,34.689655172413794,1.5503448275862068,196.0,3.528832204974771,38.0,27.571428571428577,0.0,803.621906839,0.0,22.0,24.3175,2021-07-01
KWIFITCH21,14,42.997337,-89.439064,29.551724137931036,27.551724137931036,24.862068965517242,25.82758620689655,0.00820581141630644,0.01079503710044506,0.012079927152102795,64.72413793103448,4.517241379310345,21.75862068965517,35.310344827586206,2.1544827586206896,196.0,5.840471074090917,38.0,27.571428571428577,0.0,803.621906839,0.0,22.0,24.3175,2021-07-01
KWIFITCH21,15,42.997337,-89.439064,30.17241379310345,27.82758620689655,25.03448275862069,26.20689655172414,0.00820581141630644,0.01079503710044506,0.012079927152102795,62.58620689655172,4.413793103448276,21.862068965517242,36.0,2.2158620689655173,196.0,1.2024554154408165,38.0,27.571428571428577,0.0,803.621906839,0.0,22.0,24.3175,2021-07-01
KWIFITCH21,16,42.997337,-89.439064,29.862068965517242,27.620689655172413,24.93103448275862,26.344827586206897,0.00820581141630644,0.01079503710044506,0.012079927152102795,62.758620689655174,4.103448275862069,21.586206896551722,35.41379310344828,2.2420689655172414,196.0,0.065900527094115,38.0,27.571428571428577,0.0,803.621906839,0.0,22.0,24.3175,2021-07-01
KWIFITCH21,17,42.997337,-89.439064,29.24137931034483,26.862068965517242,24.620689655172413,26.03448275862069,0.00820581141630644,0.01079503710044506,0.012079927152102795,63.724137931034484,3.896551724137931,21.413793103448278,34.44827586206897,2.373448275862069,196.0,0.5594810704042404,38.0,27.571428571428577,0.0,803.621906839,0.0,22.0,24.3175,2021-07-01
KWIFITCH21,18,42.997337,-89.439064,27.75862068965517,26.0,24.413793103448278,25.620689655172413,0.00820581141630644,0.01079503710044506,0.012079927152102795,67.75862068965517,3.3793103448275863,20.93103448275862,32.6551724137931,2.4172413793103447,196.0,1.053061613714366,38.0,27.571428571428577,0.0,803.621906839,0.0,22.0,24.3175,2021-07-01
KWIFITCH21,19,42.997337,-89.439064,25.586206896551722,24.93103448275862,24.20689655172414,24.93103448275862,0.00820581141630644,0.01079503710044506,0.012079927152102795,74.3103448275862,2.103448275862069,20.586206896551722,28.82758620689655,2.4172413793103447,196.0,1.8102156453938392,38.0,27.571428571428577,0.0,803.621906839,0.0,22.0,24.3175,2021-07-01
KWIFITCH21,20,42.997337,-89.439064,23.724137931034484,23.413793103448278,22.79310344827586,23.517241379310345,0.00820581141630644,0.01079503710044506,0.012079927152102795,80.62068965517241,1.3103448275862069,20.17241379310345,26.103448275862068,2.4258620689655173,196.0,1.1264283492349565,38.0,27.571428571428577,0.0,803.621906839,0.0,22.0,24.3175,2021-07-01
KWIFITCH21,21,42.997337,-89.439064,22.06896551724138,22.17241379310345,22.20689655172414,22.24137931034483,0.00820581141630644,0.01079503710044506,0.012079927152102795,86.34482758620689,1.4482758620689655,19.82758620689655,23.482758620689655,2.4782758620689656,196.0,0.2114162083291564,38.0,27.571428571428577,0.0,803.621906839,0.0,22.0,24.3175,2021-07-01
KWIFITCH21,22,42.997337,-89.439064,21.06896551724138,21.344827586206897,21.862068965517242,21.24137931034483,0.00820581141630644,0.01079503710044506,0.012079927152102795,90.6896551724138,1.793103448275862,19.655172413793103,22.06896551724138,2.601034482758621,196.0,0.9095700693366277,38.0,27.571428571428577,0.0,803.621906839,0.0,22.0,24.3175,2021-07-01
KWIFITCH21,23,42.997337,-89.439064,20.379310344827587,20.517241379310345,21.586206896551722,20.482758620689655,0.00820581141630644,0.01079503710044506,0.012079927152102795,93.55172413793103,2.0,19.344827586206897,21.103448275862068,2.7237931034482763,196.0,0.7839394755059371,38.0,27.571428571428577,0.0,803.621906839,0.0,22.0,24.3175,2021-07-01
KWIFITCH35,0,43.014,-89.442,19.20689655172414,19.96551724137931,20.75807609475951,21.310344827586206,0.0070710678118640685,0.008544003745326725,0.009020386521654747,89.34482758620689,1.5862068965517242,17.24137931034483,19.655172413793103,0.030689655172413795,196.0,1.2116422150085882,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,1,43.014,-89.442,18.24137931034483,19.17241379310345,20.75735821966978,21.103448275862068,0.0070710678118640685,0.008544003745326725,0.009020386521654747,91.41379310344827,1.6551724137931034,16.96551724137931,18.862068965517242,0.39172413793103444,196.0,1.498896470931988,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,2,43.014,-89.442,17.82758620689655,18.655172413793103,20.756640344580045,20.82758620689655,0.0070710678118640685,0.008544003745326725,0.009020386521654747,92.41379310344827,1.6206896551724137,16.620689655172413,18.24137931034483,0.9951724137931034,196.0,1.7861507268553876,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,3,43.014,-89.442,17.517241379310345,18.275862068965516,20.755922469490308,20.689655172413794,0.0070710678118640685,0.008544003745326725,0.009020386521654747,93.06896551724138,1.6896551724137931,16.413793103448278,17.82758620689655,0.9968965517241379,196.0,1.1990729335334145,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,4,43.014,-89.442,17.310344827586206,18.03448275862069,20.755204594400574,20.551724137931036,0.0070710678118640685,0.008544003745326725,0.009020386521654747,93.51724137931035,1.793103448275862,16.275862068965516,17.586206896551722,0.9968965517241379,196.0,0.611995140211441,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,5,43.014,-89.442,17.17241379310345,17.93103448275862,20.75448671931084,20.413793103448278,0.0070710678118640685,0.008544003745326725,0.009020386521654747,93.58620689655173,1.793103448275862,16.0,17.413793103448278,1.0037931034482759,196.0,1.5357316583090077,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,6,43.014,-89.442,17.517241379310345,18.24137931034483,20.753768844221106,20.482758620689655,0.0070710678118640685,0.008544003745326725,0.009020386521654747,92.13793103448276,1.9655172413793103,16.275862068965516,18.379310344827587,1.0037931034482759,196.0,1.2766143221028694,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,7,43.014,-89.442,19.79310344827586,19.448275862068964,20.75305096913137,20.896551724137932,0.0070710678118640685,0.008544003745326725,0.009020386521654747,85.72413793103448,2.4482758620689653,17.344827586206897,20.96551724137931,1.0037931034482759,196.0,1.1513848892154182,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,8,43.014,-89.442,21.655172413793103,21.137931034482758,20.752333094041635,21.551724137931036,0.0070710678118640685,0.008544003745326725,0.009020386521654747,79.86206896551724,2.2758620689655173,18.06896551724138,22.82758620689655,1.0037931034482759,196.0,1.672385696395338,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,9,43.014,-89.442,23.275862068965516,23.0,20.751615218951905,22.103448275862068,0.0070710678118640685,0.008544003745326725,0.009020386521654747,75.58620689655173,2.3448275862068964,18.551724137931036,24.75862068965517,1.0037931034482759,196.0,1.4598454630200768,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,10,43.014,-89.442,24.517241379310345,24.551724137931036,20.75089734386217,22.724137931034484,0.0070710678118640685,0.008544003745326725,0.009020386521654747,72.72413793103448,2.5172413793103448,19.24137931034483,26.413793103448278,1.073103448275862,196.0,0.3231983715426416,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,11,43.014,-89.442,25.862068965517242,25.896551724137932,20.750179468772433,23.379310344827587,0.0070710678118640685,0.008544003745326725,0.009020386521654747,69.72413793103448,2.5172413793103448,19.724137931034484,28.20689655172414,1.173103448275862,196.0,5.523905019426643,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,12,43.014,-89.442,26.689655172413794,26.862068965517242,20.7494615936827,24.24137931034483,0.0070710678118640685,0.008544003745326725,0.009020386521654747,67.34482758620689,2.6206896551724137,20.0,29.310344827586206,1.236896551724138,196.0,1.937193335858652,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,13,43.014,-89.442,27.06896551724138,27.275862068965516,20.748743718592966,24.620689655172413,0.0070710678118640685,0.008544003745326725,0.009020386521654747,66.41379310344827,2.5517241379310347,20.20689655172414,29.724137931034484,1.2944827586206897,196.0,3.5288322049747998,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,14,43.014,-89.442,27.20689655172414,27.137931034482758,20.748025843503232,24.862068965517242,0.0070710678118640685,0.008544003745326725,0.009020386521654747,65.58620689655173,2.5517241379310347,20.0,29.862068965517242,1.9410344827586203,196.0,5.120471074090947,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,15,43.014,-89.442,27.517241379310345,27.379310344827587,20.747307968413494,25.03448275862069,0.0070710678118640685,0.008544003745326725,0.009020386521654747,64.65517241379311,2.310344827586207,20.06896551724138,30.137931034482758,2.0041379310344825,196.0,0.7124554154408074,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,16,43.014,-89.442,27.24137931034483,27.0,20.74659009332376,24.93103448275862,0.0070710678118640685,0.008544003745326725,0.009020386521654747,64.48275862068965,2.2758620689655173,19.689655172413794,29.75862068965517,2.006896551724138,196.0,1.1259005270941174,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,17,43.014,-89.442,26.96551724137931,26.620689655172413,20.745872218234027,24.620689655172413,0.0070710678118640685,0.008544003745326725,0.009020386521654747,64.55172413793103,2.103448275862069,19.517241379310345,29.275862068965516,2.130344827586207,196.0,1.2128144037375763,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,18,43.014,-89.442,26.275862068965516,25.75862068965517,20.745154343144296,24.413793103448278,0.0070710678118640685,0.008544003745326725,0.009020386521654747,65.75862068965517,1.5172413793103448,19.310344827586206,28.379310344827587,2.1617241379310346,196.0,1.2997282803810355,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,19,43.014,-89.442,25.20689655172414,25.03448275862069,20.74443646805456,24.20689655172414,0.0070710678118640685,0.008544003745326725,0.009020386521654747,69.3103448275862,1.1724137931034482,19.137931034482758,27.275862068965516,2.173103448275862,196.0,1.6102156453938503,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,20,43.014,-89.442,23.275862068965516,23.586206896551722,20.743718592964825,22.79310344827586,0.0070710678118640685,0.008544003745326725,0.009020386521654747,75.86206896551724,1.3103448275862069,18.620689655172413,25.06896551724138,2.1889655172413796,196.0,1.721428349234941,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,21,43.014,-89.442,21.448275862068964,22.20689655172414,20.74300071787509,22.20689655172414,0.0070710678118640685,0.008544003745326725,0.009020386521654747,82.3103448275862,1.8275862068965518,18.310344827586206,22.413793103448278,2.2948275862068965,196.0,1.9247495416624856,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,22,43.014,-89.442,20.517241379310345,21.344827586206897,20.742282842785354,21.862068965517242,0.0070710678118640685,0.008544003745326725,0.009020386521654747,85.79310344827586,1.6896551724137931,17.93103448275862,21.20689655172414,2.5103448275862066,196.0,1.5695700693365955,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
KWIFITCH35,23,43.014,-89.442,19.689655172413794,20.551724137931036,20.74156496769562,21.586206896551722,0.0070710678118640685,0.008544003745326725,0.009020386521654747,88.06896551724138,1.7241379310344827,17.724137931034484,20.448275862068964,2.6689655172413795,196.0,1.390606142172592,33.75,33.25,0.0,1179.47930865,0.0,22.0,14.6135,2021-07-01
