station,hour,latitude,longitude,temperature,closest_station_1_temp,closest_station_2_temp,closest_station_3_temp,closest_1_distance,closest_2_distance,closest_3_distance,day_of_year,adjusted_lst,valueImperviousfraction,valueTreefraction,valueBuildingheight,valueNearestDistWater,valueWaterfraction,valueBuildingfraction,beg_time
KWIFITCH21,0,42.997337,-89.439064,19.548387096774192,19.64516129032258,21.06451612903226,19.838709677419356,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,0.6583088816752465,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,1,42.997337,-89.439064,18.70967741935484,18.967741935483872,20.870967741935484,18.93548387096774,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,0.9022298042653096,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,2,42.997337,-89.439064,18.225806451612904,18.612903225806452,20.548387096774192,18.419354838709676,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,1.1461507268553728,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,3,42.997337,-89.439064,17.93548387096774,18.161290322580644,20.387096774193548,18.258064516129032,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,1.159072933533408,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,4,42.997337,-89.439064,17.548387096774192,17.93548387096774,20.225806451612904,18.0,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,1.1719951402114432,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,5,42.997337,-89.439064,17.387096774193548,17.70967741935484,20.06451612903226,17.774193548387096,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,1.009064991642365,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,6,42.997337,-89.439064,17.677419354838708,18.35483870967742,20.161290322580644,18.129032258064516,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,0.8566143221028817,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,7,42.997337,-89.439064,18.806451612903224,20.129032258064516,20.580645161290324,19.29032258064516,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,0.9313848892154103,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,8,42.997337,-89.439064,20.516129032258064,22.06451612903226,21.35483870967742,20.64516129032258,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,0.7498856963953386,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,9,42.997337,-89.439064,22.193548387096776,23.677419354838708,22.032258064516128,21.967741935483872,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,0.8598454630201111,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,10,42.997337,-89.439064,24.096774193548388,24.806451612903224,22.741935483870968,23.161290322580644,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,0.3131983715426791,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,11,42.997337,-89.439064,26.741935483870968,25.93548387096774,23.419354838709676,24.096774193548388,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,4.103905019426627,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,12,42.997337,-89.439064,28.387096774193548,26.774193548387096,24.29032258064516,24.903225806451612,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,1.2171933358586244,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,13,42.997337,-89.439064,28.93548387096774,27.29032258064516,24.70967741935484,25.35483870967742,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,3.528832204974771,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,14,42.997337,-89.439064,29.387096774193548,27.387096774193548,25.032258064516128,25.64516129032258,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,5.840471074090917,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,15,42.997337,-89.439064,29.967741935483872,27.612903225806452,25.129032258064516,26.032258064516128,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,1.2024554154408165,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,16,42.997337,-89.439064,29.612903225806452,27.451612903225808,24.967741935483872,26.161290322580644,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,0.065900527094115,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,17,42.997337,-89.439064,28.93548387096774,26.64516129032258,24.64516129032258,25.838709677419356,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,0.5594810704042407,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,18,42.997337,-89.439064,27.451612903225808,25.774193548387096,24.35483870967742,25.419354838709676,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,1.0530616137143662,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,19,42.997337,-89.439064,25.35483870967742,24.741935483870968,24.129032258064516,24.741935483870968,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,1.8102156453938392,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,20,42.997337,-89.439064,23.516129032258064,23.225806451612904,22.677419354838708,23.35483870967742,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,1.1264283492349565,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,21,42.997337,-89.439064,21.903225806451612,22.0,22.032258064516128,22.06451612903226,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,0.2114162083291564,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,22,42.997337,-89.439064,20.870967741935484,21.193548387096776,21.64516129032258,21.096774193548388,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,0.9095700693366277,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH21,23,42.997337,-89.439064,20.193548387096776,20.322580645161292,21.322580645161292,20.322580645161292,0.00820581141630644,0.01079503710044506,0.012079927152102791,197.0,0.7839394755059369,38.0,27.571428571428573,0.0,803.621906839,0.0,24.3175,2021-07-01
KWIFITCH35,0,43.014,-89.442,19.032258064516128,19.806451612903224,18.421425613179327,20.7439205955335,0.0070710678118640685,0.008544003745326725,0.009020386521654747,197.0,1.2116422150085882,33.75,33.25,0.0,1179.47930865,0.0,14.6135,2021-07-01
KWIFITCH35,1,43.014,-89.442,18.129032258064516,19.06451612903226,18.42004509686623,20.55171924849344,0.0070710678118640685,0.008544003745326725,0.009020386521654747,197.0,1.498896470931988,33.75,33.25,0.0,1179.47930865,0.0,14.6135,2021-07-01
KWIFITCH35,2,43.014,-89.442,17.741935483870968,18.516129032258064,18.386406516037,20.23048564338887,0.0070710678118640685,0.008544003745326725,0.009020386521654747,197.0,1.7861507268553876,33.75,33.25,0.0,1179.47930865,0.0,14.6135,2021-07-01
KWIFITCH35,3,43.014,-89.442,17.387096774193548,18.129032258064516,18.385025999723897,20.07054236086494,0.0070710678118640685,0.008544003745326725,0.009020386521654747,197.0,1.1990729335334145,33.75,33.25,0.0,1179.47930865,0.0,14.6135,2021-07-01
KWIFITCH35,4,43.014,-89.442,17.193548387096776,17.903225806451612,18.351387418894667,19.91059907834101,0.0070710678118640685,0.008544003745326725,0.009020386521654747,197.0,0.611995140211441,33.75,33.25,0.0,1179.47930865,0.0,14.6135,2021-07-01
KWIFITCH35,5,43.014,-89.442,17.032258064516128,17.806451612903224,18.350052919792002,19.75065579581709,0.0070710678118640685,0.008544003745326725,0.009020386521654747,197.0,1.5357316583090077,33.75,33.25,0.0,1179.47930865,0.0,14.6135,2021-07-01
KWIFITCH35,6,43.014,-89.442,17.35483870967742,18.06451612903226,18.31646035617321,19.84877702942219,0.0070710678118640685,0.008544003745326725,0.009020386521654747,197.0,1.276614322102869,33.75,33.25,0.0,1179.47930865,0.0,14.6135,2021-07-01
